,Index,filename,title,full-date,start-date,mid-date,end-date,circa,geography,country,url,image_url,artist,cleaned_artist,second_artist,Nickname,Notes,Attributed to,Attributed to.1,Attributed to.2,Copy of/After,In Style of,Workshop of,Circle of,width,height,area
2688,2688,0003412.jpeg,Self-portrait as Zeuxis,c.1662,,1662,,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822003273909;prevRouteTS=1568655938102,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d3989/41822003273909.jpg,"Rembrandt Harmenszoon van Rijn, 1606-1669",Rembrandt Harmenszoon van Rijn,,Rembrandt,,,,,,,,,149,200,29800
2689,2689,0003413.jpeg,Portrait of a Gentleman,1672-1673,1672,1672.5,1673,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310752183;prevRouteTS=1568655938102,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40030164_8b_srgb.jpg,Gerard Terborch II,Gerard Terborch II,,,,,,,,,,,162,196,31752
2690,2690,0003414.jpeg,Portrait of a Lady,1673,,1673,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10310494980;prevRouteTS=1568655938102,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/w3905_post_8b.jpg,"Mieris the Elder, Frans van (Dutch, 1660-1690)",Frans van Mieris the Elder,,Frans van Mieris,,,,,,,,,154,196,30184
2691,2691,0003415.jpeg,"Portrait of Henri de la Tour d'Auvergne, Vicomte de Turenne",1673,,1673,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10310498461;prevRouteTS=1568655938102,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/w5144_post_8b.jpg,"Stoop, Dirk Rodriguez (Dutch, 1618-1686)",Dirk Rodriguez Stoop,,,,,,,,,,,154,196,30184
2692,2692,0003416.jpeg,Portrait of Cornelis de Graeff (1650-1678),1673,,1673,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_30942539;prevRouteTS=1568655938102,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/10620730.jpg,"Borch, Gerard ter",Gerard ter Borch,,,,,,,,,,,145,196,28420
2693,2693,0003417.jpeg,Portrait of a Young BoyBoy with Bow and Arrows,1673,,1673,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10310494491;prevRouteTS=1568655938102,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/w3970_post_8b.jpg,"Maes, Nicolaus (Dutch, 1632-1693)",Nicolaes Maes,,Nicolaus Maes,,,,,,,,,154,196,30184
2694,2694,0003418.jpeg,Portrait of a Young Lady,1673,,1673,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/13800176;prevRouteTS=1568655938102,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/13800176.jpg,"Nicolaes Maes (Dutch, 1634-1693)",Nicolaes Maes,,,,,,,,,,,150,196,29400
2695,2695,0003420.jpeg,Portrait of a Lady,about 1673 (19th ),,1673,,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/14160375;prevRouteTS=1568655938102,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/14160375.jpg,"Nicolaes Maes (Dutch, 1634-1693)",Nicolaes Maes,,,,,,,,,,,159,196,31164
2696,2696,0003421.jpeg,Portrait of Anna Hofstreek,1674,,1674,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARINGLINGARTIG_10313021268;prevRouteTS=1568655938102,https://mdxdv.artstor.org/thumb/imgstor/size1/aringling/art/ringling_museum_sn265_ct_as_8b_srgb.jpg,Nicolaes Maes,Nicolaes Maes,,,,,,,,,,,159,196,31164
2697,2697,0003423.jpeg,"Portrait of Cornelis Jacobsz de Boer, Captain in the Navy [Cornelis Jacobsz de Boer (gest 1673). Kapitein ter zee]",1674,,1674,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313627464;prevRouteTS=1568655938102,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-1986_8b_srgb.jpg,"schilder: Neck, Jan van",Jan van Neck,,,,,,,,,,,150,196,29400
2698,2698,0003424.jpeg,"Self Portrait of the Artist, with a Cittern",1674,,1674,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313767685;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng1874_8b_srgb.jpg,"Frans van Mieris the Elder, 1635 - 1681",Frans van Mieris the Elder,,Frans van Mieris,,,,,,,,,157,196,30772
2699,2699,0003425.jpeg,"Portrait of a Woman, presumably a Member of the Citters Family [Portret van een vrouw, vermoedelijk een lid van de familie van Citters]",1674,,1674,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313627320;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-1693_8b_srgb.jpg,"schilder: Netscher, Caspar",Caspar Netscher,,,,,,,,,,,159,196,31164
2700,2700,0003426.jpeg,"Portrait of Petronella van der Burcht, first Wife of François Leidecker [Portret van Petronella van der Burcht (1657-1682); Maria van der Burght, eerste echtgenote van François Leidecker (voormalige titel)]",1674,,1674,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313628522;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-826_8b_srgb.jpg,"schilder: Blijhooft, Zacharias",Zacharias Blijhooft,,,,,,,,,,,157,196,30772
2701,2701,0003427.jpeg,Portrait of the Poet Joost van den Vondel [Joost van den Vondel (1587-1679). Dichter],1674,,1674,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313629763;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-1954_8b_srgb.jpg,"schilder: Koninck, Philips [Koninck, Philips de]",Philips de Koninck,,,,,,,,,,,170,196,33320
2702,2702,0003428.jpeg,Portrait of a Gentleman,1674,,1674,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10310493455;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/w2279_post_8b.jpg,"Ravesteyn, Arnold van (Dutch, c.1615-1690)",Arnold van Ravesteyn,,,,,,,,,,,155,196,30380
2703,2703,0003432.jpeg,"Portrait of Alid van der Laen, Wife of Maerten Ruychaver [Portret van Alid van der Laen (1542-1626); Portret van Aletta van der Laen (1542-1626). Echtgenote van Maerten Ruychaver (voormalige titel)]",na 1653 - after 1653,1653,1653,1691,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313629320;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-c-521_8b_srgb.jpg,"kopie naar schilder: Mierevelt, Michiel Jansz. van [Copy after Michiel Jansz. van Miereveld]",Unsure,,,,,,,Michiel Jansz van Mierevelt,,,,155,196,30380
2704,2704,0003433.jpeg,"Portrait of an Admiral, possibly Adriaen Banckert, Vice-Admiral of Zeeland [Portret van een admiraal, vermoedelijk Adriaen Banckert (ca. 1615-84), vice-admiraal van Zeeland]",ca. 1670,,1670,,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313628774;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-609_8b_srgb.jpg,schilder: anoniem,Anonymous,,,,,,,,,,,157,196,30772
2705,2705,0003435.jpeg,"Portrait of Joan Reynst, Lord of Drakenstein and Vuursche, Captain of the Citizenry in 1672 [Joan Reynst (1636-95). Heer van Drakenstein en de Vuursche. Kapitein der burgerij te Amsterdam in 1672]",1670 - 1675,1670,1672.5,1675,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313629807;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-191_8b_srgb.jpg,"schilder: Dujardin, Karel",Karel Dujardin,,,,,,,,,,,159,196,31164
2706,2706,0003436.jpeg,Portrait of a Woman,1675,,1675,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_32669519;prevRouteTS=1568655953711;iap=true,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/12517563.jpg,"Nicolaes Maes, Dutch, 1634-1693",Nicolaes Maes,,,,,,,,,,,173,196,33908
2707,2707,0003437.jpeg,Portrait of a Lady,1675,,1675,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_1039774182;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/frick_c22012_post_8b.jpg,"Neer, Eglon Hendrik van der (Dutch, 1634-1703)",Eglon Hendrik van der Neer,,,,,,,,,,,149,196,29204
2708,2708,0003438.jpeg,Portrait of a Man,c. 1665-1675,1665,1670,1675,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_41940531;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/13312818.jpg,Nicolaes Maes,Nicolaes Maes,,,,,,,,,,,161,196,31556
2709,2709,0003440.jpeg,"Portrait of a Man, perhaps Rembrandt's Father, Harmen Gerritsz. van Rijn [Portret van een man, misschien Rembrandts vader, Harmen Gerritsz. van Rijn]",na ca. 1634 - after c. 1634,1634,1669,1719,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313628185;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-358_8b_srgb.jpg,kopie naar schilder: Rembrandt Harmensz. van Rijn,Unsure,,,,,,,Rembrandt van Rijn,,,,151,196,29596
2710,2710,0003441.jpeg,Portrait of a Lady,1676,,1676,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGAIG_10313951382;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/nga_l01_a10655_8b_srgb.jpg,Nicolaes Maes,Nicolaes Maes,,,,,,,,,,,151,196,29596
2711,2711,0003443.jpeg,"Portrait of Sir Thomas Thynne, later 1st Viscount Weymouth",1674-1676,1674,1675,1676,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ACOURTAULDIG_10313599078;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/acourtauld/d0001/courtauld_p.1947.lf.217_8b_srgb.jpg,Peter Lely (1618-1680),Sir Peter Lely,,Peter Lely,,,,,,,,,158,196,30968
2712,2712,0003444.jpeg,"Portrait of Joan Maetsuyker, Governor-General of the Dutch East Indies [Joan Maetsuyker (1606-78). Gouverneur-generaal (1653-78)]",1663 - 1676,1663,1669.5,1676,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313628292;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-3765_8b_srgb.jpg,"schilder: Coeman, Jacob",Jacob Coeman,,,,,,,,,,,155,196,30380
2713,2713,0003445.jpeg,Portrait of Elisabeth van Bebber (1643-1704),1677?,,1677,,?,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_30941539;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/10620545.jpg,"Netscher, Caspar",Caspar Netscher,,,,,,,,,,,160,196,31360
2714,2714,0003447.jpeg,Portrait of Maurits Le Leu de Wilhem (1643- 1724),1677,,1677,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_30936208;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/10603035.jpg,"Netscher, Caspar",Caspar Netscher,,,,,,,,,,,161,196,31556
2715,2715,0003449.jpeg,Portrait of a Naval Commander or Shipowner [Portret van een kapitein of een reder],1678,,1678,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313627957;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-2331_8b_srgb.jpg,"schilder: Musscher, Michiel van",Michiel van Musscher,,,,,,,,,,,162,196,31752
2716,2716,0003450.jpeg,"Portrait of a Man, possibly a Member of the van Citters Family [Portret van een man, vermoedelijk een lid van de familie van Citters]",1678,,1678,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313627319;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-1692_8b_srgb.jpg,"schilder: Netscher, Caspar",Caspar Netscher,,,,,,,,,,,158,196,30968
2717,2717,0003451.jpeg,"Portrait of Mattheus van den Broucke, Adviser to the Dutch East India Company, Adorned with Gold Chain and Medallion Bestowed on him by the VOC in 1670 [Mattheus van den Broucke (1620-85). Raad van Indië, getooid met de gouden keten en penning die hem doo",1670 - 1678,1670,1674,1678,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313627196;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-158_8b_srgb.jpg,"schilder: Hoogstraten, Samuel van",Samuel van Hoogstraten,,,,,,,,,,,149,196,29204
2718,2718,0003452.jpeg,"Portrait of Helena Catharina de Witte, Wife of Iman Mogge, Lord of Haamstede [Helena Catharina de Witte (1661-95). Echtgenote van Iman Mogge, heer van Haamstede]",1678,,1678,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313629012;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-707_8b_srgb.jpg,"schilder: Netscher, Caspar",Caspar Netscher,,,,,,,,,,,157,196,30772
2719,2719,0003453.jpeg,Portrait of an unknown gentleman,1624-1678,1624,1651,1678,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AGERNSHEIMIG_10313165697;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/gernsheim/d0001/gern_029606_post_as.jpg,Pieter Dubordieu (1609-after 1678),Pieter Dubordieu,,,,,,,,,,,149,196,29204
2720,2720,0003454.jpeg,Portrait of a Man,1678,,1678,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_1039772630;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/frick_c23294_post_8b.jpg,"Sorgh, Hendrik Martensz (Dutch, 1611/21-1670/82)",Hendrik Martensz Sorgh,,,,,,,,,,,157,196,30772
2721,2721,0003455.jpeg,Self Portrait [Zelfportret],1640 - 1678,1640,1659,1678,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313629360;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-2106_8b_srgb.jpg,"schilder: Asch, Pieter Jansz. van",Pieter Jansz. van Asch,,,,,,,,,,,165,196,32340
2722,2722,0003456.jpeg,Portrait of a Woman,Not dated,1636,1666.5,1697,guess,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_BOSTON_103830631;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/boston/bmfa.c1223.jpg,Ludolf de Jongh,Ludolf de Jongh,,,,,,,,,,,156,196,30576
2723,2723,0003458.jpeg,Portrait of Jan de Reus,1670s,1670,1675,1679,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313767627;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng2581_8b_srgb.jpg,"Nicolaes Maes, 1634 - 1693",Nicolaes Maes,,,,,,,,,,,155,196,30380
2724,2724,0003459.jpeg,Portrait of a Young Man,1679,,1679,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313767731;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng1332_8b_srgb.jpg,"Studio of Caspar Netscher, 1635/6 - 1684",Unsure,,,,,,,,,Caspar Netscher,,160,196,31360
2725,2725,0003460.jpeg,Portrait of a Man [Portret van een man],1660 - 1680,1660,1670,1680,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313628216;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-2512_8b_srgb.jpg,"schilder: Vois, Ary de [Vois, Arie de]",Ary de Vois,,,,,,,,,,,152,196,29792
2726,2726,0003461.jpeg,"Portrait of Cornelis Evertsen, Lieutenant-Admiral of Zeeland [Cornelis Evertsen (1642-1706). Luitenant-admiraal van Zeeland]",1680,,1680,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313627301;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-1662_8b_srgb.jpg,"schilder: Maes, Nicolaes",Nicolaes Maes,,,,,,,,,,,165,196,32340
2727,2727,0003462.jpeg,Portrait of a Man in a Black Wig,about 1680,,1680,,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313767628;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng2954_8b_srgb.jpg,"Nicolaes Maes, 1634 - 1693",Nicolaes Maes,,,,,,,,,,,159,196,31164
2728,2728,0003463.jpeg,"Portrait of Vice-Admiral Engel de Ruyter, Son of Michiel Adriaensz de Ruyter [Engel de Ruyter (1649-83). Vice-admiraal, zoon van Michiel Adriaensz de Ruyter]",1667 - 1680,1667,1673.5,1680,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313627299;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-1660_8b_srgb.jpg,"schilder: Lievens, Jan Andrea",Jan Andrea Lievens,,,,,,,,,,,162,196,31752
2729,2729,0003464.jpeg,Portrait of a young Man [Portret van een jonge man],1670 - 1680,1670,1675,1680,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313628133;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-3508_8b_srgb.jpg,"toegeschreven aan schilder: Maes, Nicolaes",Unsure,,,,Nicolaes Maes,,,,,,,161,196,31556
2730,2730,0003466.jpeg,Portrait of Prince Rupert (1619-1682),After 1642,1642,1642,1680,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_43758953;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/18801531.jpg,"Adriaen Hanneman (Dutch, 1611-1680)",Adriaen Hanneman,,,,,,,,,,,152,196,29792
2731,2731,0003468.jpeg,"Portrait of Dorothy Sydney, Lady Sunderland",17th century,1600,1650,1699,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_43775407;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/18801472.jpg,"Peter Lely (Dutch painter and draftsman, 1618-1680, active in England)",Sir Peter Lely,,Peter Lely,,,,,,,,,196,173,33908
2732,2732,0003469.jpeg,Self Portrait [Zelfportret],1675 - 1680,1675,1677.5,1680,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313627296;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-1746_8b_srgb.jpg,"schilder: Moor, Carel de (II)",Carel de Moor,,,,,,,,,,,158,196,30968
2733,2733,0003470.jpeg,Self Portrait [Zelfportret],ca. 1670,,1670,,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313627642;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-383_8b_srgb.jpg,"schilder: Steen, Jan Havicksz. [Steen, Jan]",Jan Steen,,,,,,,,,,,169,196,33124
2734,2734,0003471.jpeg,Portrait of a Young Woman with a Garland,1679-1680,1679,1679.5,1680,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWALTERSIG_10312544922;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/walters/d0001/walters_37.1797_post_as_8bit.jpg,"Workshop: Workshop of Caspar Netscher, Dutch, 17th century",Unsure,,,,,,,,,Caspar Netscher,,154,196,30184
2735,2735,0003472.jpeg,Self Portrait [Zelfportret],1660 - 1680,1660,1670,1680,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313627008;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-1291_8b_srgb.jpg,"schilder: Haensbergen, Jan van [Haensberen, Johan van]",Jan van Haensbergen,,Johan van Haensberen,,,,,,,,,189,196,37044
2736,2736,0003473.jpeg,"Portrait of Johan Maurits, Count of Nassau-Siegen, Governor of Brazil [Johan Maurits (1604-79), graaf van Nassau-Siegen. Gouverneur van Brazilië]",1670 - 1680,1670,1675,1680,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313627309;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-1676_8b_srgb.jpg,"schilder: Musscher, Michiel van",Michiel van Musscher,,,,,,,,,,,165,196,32340
2737,2737,0003474.jpeg,Portrait of Machteld Bas [Portret van Machteld Bas (?- 1681); Portret van een vrouw (voormalige titel)],na 1650 - after 1650,1650,1680,1730,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313627239;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-1623_8b_srgb.jpg,"manier van schilder: Santvoort, Dirck Dircksz. van; manier van schilder: Palamedesz., Anthonie",Unsure,,,,,,,,Dirck Dircksz. van Santvoort,,,156,196,30576
2738,2738,0003475.jpeg,Portrait of a Man [Portret van een man],1660 - 1681,1660,1670.5,1681,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313629771;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-3327_8b_srgb.jpg,"toegeschreven aan schilder: Mieris, Willem van; verworpen toeschrijving schilder: Mieris, Frans van (I)",Unsure,,,,Willem van Mieris,,,,,,,162,196,31752
2739,2739,0003476.jpeg,Portrait of a Woman,Not Dated,1637,1659,1681,guess,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_BOSTON_103836965;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/boston/bmfa.2-48.jpg,Gerard ter Borch,Gerard ter Borch,,,,,,,,,,,162,196,31752
2740,2740,0003477.jpeg,"Portrait of Jacob de Graeff in an Officer's Uniform [Jacob de Graeff (1642-90), in officiersuniform]",1670 - 1681,1670,1675.5,1681,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313629607;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-3963_8b_srgb.jpg,"schilder: Borch, Gerard ter (II)",Gerard ter Borch,,,,,,,,,,,135,196,26460
2741,2741,0003478.jpeg,Portrait of a Man [Portret van een man],1640 - 1681,1640,1660.5,1681,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313628152;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-402_8b_srgb.jpg,"schilder: Borch, Gerard ter (II)",Gerard ter Borch,,,,,,,,,,,163,196,31948
2742,2742,0003479.jpeg,Portrait of a Woman [Portret van een vrouw],1640 - 1681,1640,1660.5,1681,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313629882;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-403_8b_srgb.jpg,"schilder: Borch, Gerard ter (II)",Gerard ter Borch,,,,,,,,,,,164,196,32144
2743,2743,0003480.jpeg,Portrait of Peter Boel,17th century,1600,1650,1699,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AFLINTIG_10313652654;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/aflint/d0001/flint_1986.104_as_8b_srgb.jpg,"Gerard ter Borch, 1617 -1681",Gerard ter Borch,,,,,,,,,,,139,196,27244
2744,2744,0003482.jpeg,Portrait of Catharina Dierquens (1664-1715),c.1682,,1682,,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_30941595;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/10620552.jpg,"Maes, Nicolaes",Nicolaes Maes,,,,,,,,,,,156,196,30576
2745,2745,0003483.jpeg,Portrait of a Gentleman,1682,,1682,,,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10310495548;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/w4517_post_8b.jpg,"Netscher, Caspar (Dutch, 1639-1684)",Caspar Netscher,,,,,,,,,,,154,196,30184
2746,2746,0003484.jpeg,Portrait of a Man,ca. 1670,,1670,,yes,Europe,Netherlands,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWALTERSIG_10312545342;prevRouteTS=1568655953711,https://mdxdv.artstor.org/thumb/imgstor/size1/walters/d0001/walters_38.0232_post_as_8bit.jpg,Artist: Anonymous (Dutch),Anonymous,,,,,,,,,,,134,196,26264
